round_epochs,val_loss,val_acc,loss,acc,batch_size,dropout,epochs,first_layer,last_activation,losses,lr,optimizer
10,0.6510157289849414,0.6286876797676086,0.6576696829158944,0.5936272,206,0.35,10,100,sigmoid,binary_crossentropy,4.06,<class 'keras.optimizers.Nadam'>
10,0.630485248589928,0.629705011844635,0.6554252880465667,0.582715,206,0.35,10,100,sigmoid,binary_crossentropy,6.039999999999999,<class 'keras.optimizers.Adam'>
10,0.6487911681313966,0.627670407295227,0.658076372119549,0.5936272,206,0.35,10,100,sigmoid,binary_crossentropy,6.039999999999999,<class 'keras.optimizers.Nadam'>
10,0.6361571731062896,0.629705011844635,0.6596505610456845,0.5936272,206,0.35,10,100,sigmoid,binary_crossentropy,8.02,<class 'keras.optimizers.Adam'>
10,0.6668941775149271,0.627670407295227,0.6628242523479753,0.59668267,206,0.35,10,100,sigmoid,binary_crossentropy,8.02,<class 'keras.optimizers.Nadam'>
10,0.6350344732964633,0.629705011844635,0.6684762175975019,0.5814055,206,0.35,10,150,sigmoid,binary_crossentropy,0.1,<class 'keras.optimizers.Adam'>
10,0.6362303704599398,0.627670407295227,0.660412913480215,0.5958097,206,0.35,10,150,sigmoid,binary_crossentropy,0.1,<class 'keras.optimizers.Nadam'>
10,0.6299003380239919,0.6347914338111877,0.6552522124186815,0.5931907,206,0.35,10,150,sigmoid,binary_crossentropy,2.08,<class 'keras.optimizers.Adam'>
10,0.6339989441578653,0.6286876797676086,0.6571894405919462,0.6001746,206,0.35,10,150,sigmoid,binary_crossentropy,2.08,<class 'keras.optimizers.Nadam'>
10,0.6298622595693912,0.6256358027458191,0.6561800605186152,0.59013534,206,0.35,10,150,sigmoid,binary_crossentropy,4.06,<class 'keras.optimizers.Adam'>
